SITE_NAME;FREQUENCE;BEGIN;END; DAY ;KWH_PERIOD;PERIOD_EUR
0006BR;473;01/03/2020;31/03/2020;30;2601;334,24
0006BR;473;01/04/2020;30/04/2020;29;2621;336,65
0006BR;473;01/05/2020;31/05/2020;30;2705;346,76
0006BR;473;01/06/2020;30/06/2020;29;2632;337,97
0006BR;473;01/07/2020;31/07/2020;30;2779;355,67
0006BR;473;01/08/2020;31/08/2020;30;2816;360,12
0006BR;473;01/09/2020;30/09/2020;29;2703;346,52
0006BR;473;01/10/2020;31/10/2020;30;2759;353,26
0006BR;473;01/11/2020;30/11/2020;29;2638;338,69
0007BB;508;01/01/2018;31/01/2018;30;1555;219,45
0007BB;508;01/02/2018;28/02/2018;27;1436;202,83
0007BB;508;01/03/2018;31/03/2018;30;1706;225,19
0007BB;508;01/04/2018;30/04/2018;29;1523;249,77
0007BB;508;01/05/2018;31/05/2018;30;1582;272,1
0007BB;508;01/06/2018;30/06/2018;29;1714;313,66
0007BB;508;01/07/2018;31/07/2018;30;1923;355,76
0007BB;508;01/08/2018;31/08/2018;30;2119;372,94
0007BB;508;01/09/2018;30/09/2018;29;1833;318,94
0007BB;508;01/10/2018;31/10/2018;30;1939;285,03
0007BB;508;01/11/2018;30/11/2018;29;1931;262,62
0007BB;508;01/12/2018;31/12/2018;30;1956;248,41
0007BB;508;01/01/2019;31/01/2019;30;1946;280,22
0007BB;508;01/02/2019;28/02/2019;27;1939;294,73
0007BB;508;01/03/2019;31/03/2019;30;1739;276,5
0007BB;508;01/04/2019;30/04/2019;29;1885;333,65
0007BB;508;01/05/2019;31/05/2019;30;1946;340,55
0007BB;508;01/06/2019;30/06/2019;29;1805;364,61
0007BB;508;01/07/2019;31/07/2019;30;2124;426,92
0007BB;508;01/08/2019;31/08/2019;30;2075;412,93
0007BB;508;01/09/2019;30/09/2019;29;1916;367,87
0007BB;508;01/10/2019;31/10/2019;30;2246;375,08
0007BB;508;01/11/2019;30/11/2019;29;1829;287,15
0007BB;508;01/12/2019;31/12/2019;30;2004;306,61
0007BB;508;01/01/2020;31/01/2020;30;2143;317,16
0007BB;508;01/02/2020;29/02/2020;28;1440;223,2
0007BB;508;01/03/2020;31/03/2020;30;757;120,36
0007BB;508;01/04/2020;30/04/2020;29;3133;582,74
0007BB;508;01/05/2020;31/05/2020;30;2338;425,52
0007BB;508;01/06/2020;30/06/2020;29;1725;343,28
0007BB;508;01/07/2020;31/07/2020;30;2104;414,49
0007BB;508;01/08/2020;31/08/2020;30;1915;371,51
0007BB;508;01/09/2020;30/09/2020;29;2267;428,46
0007BB;508;01/10/2020;31/10/2020;30;1857;300,83
0007BB;508;01/11/2020;30/11/2020;29;1987;309,97
0007BR;543;01/01/2018;31/01/2018;30;2620;281,73
0007BR;543;01/02/2018;28/02/2018;27;2355;254,07
0007BR;543;01/03/2018;31/03/2018;30;2755;294,96
0007BR;543;01/04/2018;30/04/2018;29;3149;334,89
0007BR;543;01/05/2018;31/05/2018;30;3848;407,32
0007BR;543;01/06/2018;30/06/2018;29;3718;393,85
0007BR;543;01/07/2018;31/07/2018;30;4107;434,44
0007BR;543;01/08/2018;31/08/2018;30;4237;447,92
0007BR;543;01/09/2018;30/09/2018;29;3326;356,08
0007BR;543;01/10/2018;31/10/2018;30;2613;281,79
0007BR;543;01/11/2018;30/11/2018;29;2396;259,19
0007BR;543;01/12/2018;31/12/2018;30;2511;271,31
0007BR;543;01/01/2019;31/01/2019;30;2500;263,64
0007BR;543;01/02/2019;28/02/2019;27;2227;235,58
0007BR;543;01/03/2019;31/03/2019;30;2538;267,2
0007BR;543;01/04/2019;30/04/2019;29;2520;265,35
0007BR;543;01/05/2019;31/05/2019;30;2581;271,61
0007BR;543;01/06/2019;30/06/2019;29;2816;296,42
0007BR;543;01/07/2019;31/07/2019;30;2731;287,14
0007BR;543;01/08/2019;31/08/2019;30;2775;291,72
0007BR;543;01/09/2019;30/09/2019;29;2636;277,46
0007BR;543;01/10/2019;31/10/2019;30;2721;286,23
0007BR;543;01/11/2019;30/11/2019;29;2584;272,27
0007BR;543;01/12/2019;31/12/2019;30;2772;291,44
0007BR;543;01/01/2020;31/01/2020;30;2834;355,75
0007BR;543;01/02/2020;29/02/2020;28;2688;337,88
0007BR;543;01/03/2020;31/03/2020;30;2820;352,29
0007BR;543;01/04/2020;30/04/2020;29;2812;351,17
0007BR;543;01/05/2020;31/05/2020;30;2811;352,71
0007BR;543;01/06/2020;30/06/2020;29;2747;344,48
0007BR;543;01/07/2020;31/07/2020;30;2887;359,93
0007BR;543;01/08/2020;31/08/2020;30;2914;363,22
0007BR;543;01/09/2020;30/09/2020;29;2802;349,58
0007BR;543;01/10/2020;31/10/2020;30;2836;353,72
0007BR;543;01/11/2020;30/11/2020;29;2690;335,95
0008BB;567;01/01/2018;31/12/2018;364;38519;5096,07
0008BB;567;01/01/2019;31/01/2019;30;3559;448,59
0008BB;567;01/02/2019;28/02/2019;27;3123;385,65
0008BB;567;01/03/2019;31/03/2019;30;3450;424,95
0008BB;567;01/04/2019;30/04/2019;29;3130;385,91
0008BB;567;01/05/2019;31/05/2019;30;3174;390,34
0008BB;567;01/06/2019;30/06/2019;29;3376;415,66
0008BB;567;01/07/2019;31/07/2019;30;3527;434,07
0008BB;567;01/08/2019;31/08/2019;30;3545;435,75
0008BB;567;01/09/2019;30/09/2019;29;3371;414,48
0008BB;567;01/10/2019;31/10/2019;30;3434;421,74
0008BB;567;01/11/2019;30/11/2019;29;3284;403,8
0008BB;567;01/12/2019;31/12/2019;30;3269;401,94
0008BB;567;01/01/2020;31/01/2020;30;3277;463,95
0008BB;567;01/02/2020;29/02/2020;28;3062;435,72
0008BB;567;01/03/2020;31/03/2020;30;3247;464,4
0008BB;567;01/04/2020;30/04/2020;29;3131;446,82
0008BB;567;01/05/2020;31/05/2020;30;3235;460,84
0008BB;567;01/06/2020;30/06/2020;29;3267;465,56
0008BB;567;01/07/2020;31/07/2020;30;3524;500,24
0008BB;567;01/08/2020;31/08/2020;30;3516;497,99
0008BB;567;01/09/2020;30/09/2020;29;3294;467,29
0008BB;567;01/10/2020;31/10/2020;30;3378;478,44
0008BB;567;01/11/2020;30/11/2020;29;3186;442
0008BR;570;01/01/2018;31/12/2018;364;28936;3342,01
0008BR;570;01/01/2019;11/09/2019;253;20339;2305,16
0008BR;570;12/09/2019;31/12/2019;110;9483;1067,71
0008KO;605;01/01/2018;31/01/2018;30;2484;307,08
0008KO;605;01/02/2018;28/02/2018;27;2298;284,67
0008KO;605;01/03/2018;31/03/2018;30;2503;309,37
0008KO;605;01/04/2018;30/04/2018;29;2419;299,25
0008KO;605;01/05/2018;31/05/2018;30;2508;309,97
0008KO;605;01/06/2018;30/06/2018;29;2426;300,09
0008KO;605;01/07/2018;31/07/2018;30;2517;311,23
0008KO;605;01/08/2018;31/08/2018;30;2510;310,39
0008KO;605;01/09/2018;30/09/2018;29;2426;302,17
0008KO;605;01/10/2018;31/10/2018;30;2843;352,77
0008KO;605;01/11/2018;30/11/2018;29;2884;357,75
0008KO;605;01/12/2018;31/12/2018;30;2957;366,61
0008KO;605;01/01/2019;31/01/2019;30;2965;404,07
0008KO;605;01/02/2019;28/02/2019;27;2673;365,05
0008KO;605;01/03/2019;31/03/2019;30;2957;403
0008KO;605;01/04/2019;30/04/2019;29;2727;372,27
0008KO;605;01/05/2019;31/05/2019;30;2613;357,04
0008KO;605;01/06/2019;30/06/2019;29;2584;353,16
0008KO;605;01/07/2019;31/07/2019;30;2633;359,71
0008KO;605;01/08/2019;31/08/2019;30;2653;362,38
0008KO;605;01/09/2019;30/09/2019;29;2558;349,69
0008KO;605;01/10/2019;31/10/2019;30;2651;362,11
0008KO;605;01/11/2019;30/11/2019;29;2551;348,75
0008KO;605;01/12/2019;31/12/2019;30;2610;356,64
0008KO;605;01/01/2020;31/01/2020;30;2625;356,59
0008KO;605;01/02/2020;29/02/2020;28;2519;342,55
0008KO;605;01/03/2020;31/03/2020;30;2680;363,88
0008KO;605;01/04/2020;30/04/2020;29;2693;365,6
0008KO;605;01/05/2020;31/05/2020;30;2791;378,58
0008KO;605;01/06/2020;30/06/2020;29;2718;368,91
0008KO;605;01/07/2020;31/07/2020;30;2868;388,79
0008KO;605;01/08/2020;31/08/2020;30;2902;393,29
0008KO;605;01/09/2020;30/09/2020;29;2831;383,88
0008KO;605;01/10/2020;31/10/2020;30;2902;393,29
0008KO;605;01/11/2020;30/11/2020;29;2781;377,26
0009BB;640;01/01/2018;31/01/2018;30;2370;306,7
0009BB;640;01/02/2018;28/02/2018;27;2135;277,21
0009BB;640;01/03/2018;31/03/2018;30;2366;306,45
0009BB;640;01/04/2018;30/04/2018;29;2436;314,57
0009BB;640;01/05/2018;31/05/2018;30;2582;333,98
0009BB;640;01/06/2018;30/06/2018;29;2540;327,7
0009BB;640;01/07/2018;31/07/2018;30;2943;379,44
0009BB;640;01/08/2018;31/08/2018;30;2964;382,43
0009BB;640;01/09/2018;30/09/2018;29;2835;367,86
0009BB;640;01/10/2018;31/10/2018;30;2913;377,68
0009BB;640;01/11/2018;30/11/2018;29;2797;362,88
0009BB;640;01/12/2018;31/12/2018;30;3021;390,99
0009BB;640;01/01/2019;31/01/2019;30;3027;373,7
0009BB;640;01/02/2019;28/02/2019;27;2675;333,61
0009BB;640;01/03/2019;31/03/2019;30;3006;372,2
0009BB;640;01/04/2019;30/04/2019;29;2683;331,52
0009BB;640;01/05/2019;31/05/2019;30;2782;340,73
0009BB;640;01/06/2019;30/06/2019;29;2998;367,7
0009BB;640;01/07/2019;31/07/2019;30;3031;370,77
0009BB;640;01/08/2019;31/08/2019;30;3073;376,8
0009BB;640;01/09/2019;30/09/2019;29;2866;354,27
0009BB;640;01/10/2019;31/10/2019;30;2937;362,61
0009BB;640;01/11/2019;30/11/2019;29;2750;339,48
0009BB;640;01/12/2019;31/12/2019;30;2812;346,81
0009BB;640;01/01/2020;31/01/2020;30;2815;399,87
0009BB;640;01/02/2020;29/02/2020;28;2611;373,14
0009BB;640;01/03/2020;31/03/2020;30;2738;393,38
0009BB;640;01/04/2020;30/04/2020;29;2658;381,03
0009BB;640;01/05/2020;31/05/2020;30;2742;392,39
0009BB;640;01/06/2020;30/06/2020;29;2697;386,03
0009BB;640;01/07/2020;31/07/2020;30;2843;405,42
0009BB;640;01/08/2020;31/08/2020;30;2895;411,47
0009BB;640;01/09/2020;30/09/2020;29;2768;393,75
0009BB;640;01/10/2020;31/10/2020;30;2846;404,49
0009BB;640;01/11/2020;30/11/2020;29;2731;378,69
0009BR;651;01/01/2018;31/03/2018;89;6516;982,92
0009BR;651;01/04/2018;02/07/2018;92;6591;791,76
0009BR;651;01/07/2018;30/09/2018;91;6741;806,03
0009BR;651;01/10/2018;31/12/2018;91;7399;917,76
0009BR;651;01/01/2019;31/03/2019;89;6774;997,27
0009BR;651;01/04/2019;30/06/2019;90;7421;1274,48
0009BR;651;01/07/2019;30/09/2019;91;7650;1300,58
0009BR;651;01/10/2019;31/12/2019;91;7427;1301,21
0009BR;651;01/01/2020;31/03/2020;90;7322;1278,42
0009BR;651;01/04/2020;30/06/2020;90;7325;1317,53
0009BR;651;01/07/2020;30/09/2020;91;7516;1238,88
0009KO;662;01/01/2018;31/03/2018;89;7741;994,72
0009KO;662;01/04/2018;30/06/2018;90;7551;999
0009KO;662;01/07/2018;30/09/2018;91;7910;1021,18
0009KO;662;01/10/2018;31/12/2018;91;7950;1042,25
0009KO;662;01/01/2019;31/03/2019;89;9378;1208,82
0009KO;662;01/04/2019;30/06/2019;90;8192;1117,39
0009KO;662;01/07/2019;30/09/2019;91;8130;1017,06
0009KO;662;01/10/2019;31/12/2019;91;8040;1000,18
0009KO;662;01/01/2020;31/03/2020;90;8080;1092,42
0009KO;662;01/04/2020;30/06/2020;90;8511;1225,58
0009KO;662;01/07/2020;30/09/2020;91;8849;1251,25
0010BB;697;01/01/2018;31/01/2018;30;2467;318,71
0010BB;697;01/02/2018;28/02/2018;27;2172;281,64
0010BB;697;01/03/2018;31/03/2018;30;2494;322,51
0010BB;697;01/04/2018;30/04/2018;29;2504;323,93
0010BB;697;01/05/2018;31/05/2018;30;2897;373,23
0010BB;697;01/06/2018;30/06/2018;29;3015;388,53
0010BB;697;01/07/2018;31/07/2018;30;3195;411,86
0010BB;697;01/08/2018;31/08/2018;30;3220;415,38
0010BB;697;01/09/2018;30/09/2018;29;3030;393,23
0010BB;697;01/10/2018;31/10/2018;30;3073;397,86
0010BB;697;01/11/2018;30/11/2018;29;3029;392,19
0010BB;697;01/12/2018;31/12/2018;30;3244;418,95
0010BB;697;01/01/2019;31/01/2019;30;3218;395,91
0010BB;697;01/02/2019;28/02/2019;27;2851;353,96
0010BB;697;01/03/2019;31/03/2019;30;3158;389,55
0010BB;697;01/04/2019;30/04/2019;29;2735;337,49
0010BB;697;01/05/2019;31/05/2019;30;2799;344,49
0010BB;697;01/06/2019;30/06/2019;29;2992;369,14
0010BB;697;01/07/2019;31/07/2019;30;3088;379,54
0010BB;697;01/08/2019;31/08/2019;30;3125;384,93
0010BB;697;01/09/2019;30/09/2019;29;2954;365,29
0010BB;697;01/10/2019;31/10/2019;30;3018;371,89
0010BB;697;01/11/2019;30/11/2019;29;2858;352,46
0010BB;697;01/12/2019;31/12/2019;30;2935;361,65
0010BB;697;01/01/2020;31/01/2020;30;2932;415,96
0010BB;697;01/02/2020;29/02/2020;28;2722;388,4
0010BB;697;01/03/2020;31/03/2020;30;2883;413,84
0010BB;697;01/04/2020;30/04/2020;29;2803;401,36
0010BB;697;01/05/2020;31/05/2020;30;2893;413,48
0010BB;697;01/06/2020;30/06/2020;29;2848;407,01
0010BB;697;01/07/2020;31/07/2020;30;2981;424,52
0010BB;697;01/08/2020;31/08/2020;30;3038;431,47
0010BB;697;01/09/2020;30/09/2020;29;2911;413,9
0010BB;697;01/10/2020;31/10/2020;30;2985;423,65
0010BB;697;01/11/2020;30/11/2020;29;2860;396,52
0010BR;732;01/01/2018;31/01/2018;30;2453;267,99
0010BR;732;01/02/2018;28/02/2018;27;2226;243,87
0010BR;732;01/03/2018;31/03/2018;30;2495;272,3
0010BR;732;01/04/2018;30/04/2018;29;2443;266,78
0010BR;732;01/05/2018;31/05/2018;30;2551;278,15
0010BR;732;01/06/2018;30/06/2018;29;2471;269,63
0010BR;732;01/07/2018;31/07/2018;30;2551;278,27
0010BR;732;01/08/2018;31/08/2018;30;2555;278,64
0010BR;732;01/09/2018;30/09/2018;29;2441;268,45
0010BR;732;01/10/2018;31/10/2018;30;2507;275,44
0010BR;732;01/11/2018;30/11/2018;29;2407;264,75
0010BR;732;01/12/2018;31/12/2018;30;2465;270,92
0010BR;732;01/01/2019;31/01/2019;30;2443;262,18
0010BR;732;01/02/2019;28/02/2019;27;2221;239,06
0010BR;732;01/03/2019;31/03/2019;30;2467;264,62
0010BR;732;01/04/2019;30/04/2019;29;2401;257,73
0010BR;732;01/05/2019;31/05/2019;30;2490;266,94
0010BR;732;01/06/2019;30/06/2019;29;2472;265,01
0010BR;732;01/07/2019;31/07/2019;30;2565;273,75
0010BR;732;01/08/2019;31/08/2019;30;2734;286,41
0010BR;732;01/09/2019;30/09/2019;29;2625;275,28
0010BR;732;01/10/2019;31/10/2019;30;2628;275,58
0010BR;732;01/11/2019;30/11/2019;29;2499;262,45
0010BR;732;01/12/2019;31/12/2019;30;2596;272,33
0010BR;732;01/01/2020;31/01/2020;30;2598;325,71
0010BR;732;01/02/2020;29/02/2020;28;2502;313,97
0010BR;732;01/03/2020;31/03/2020;30;2700;336,51
0010BR;732;01/04/2020;30/04/2020;29;2729;340,04
0010BR;732;01/05/2020;31/05/2020;30;2819;350,99
0010BR;732;01/06/2020;30/06/2020;29;2765;344,42
0010BR;732;01/07/2020;31/07/2020;30;2927;364,14
0010BR;732;01/08/2020;31/08/2020;30;2970;369,37
0010BR;732;01/09/2020;30/09/2020;29;2847;354,4
0010BR;732;01/10/2020;31/10/2020;30;2905;361,46
0010BR;732;01/11/2020;30/11/2020;29;2778;346
0010KO;767;01/01/2018;31/01/2018;30;2370;294,55
0010KO;767;01/02/2018;28/02/2018;27;2152;268,28
0010KO;767;01/03/2018;31/03/2018;30;2379;295,63
0010KO;767;01/04/2018;30/04/2018;29;2336;290,45
0010KO;767;01/05/2018;31/05/2018;30;2429;301,66
0010KO;767;01/06/2018;30/06/2018;29;2359;293,22
0010KO;767;01/07/2018;31/07/2018;30;2448;304,12
0010KO;767;01/08/2018;31/08/2018;30;2478;307,73
0010KO;767;01/09/2018;30/09/2018;29;2359;295,24
0010KO;767;01/10/2018;31/10/2018;30;2417;302,28
0010KO;767;01/11/2018;30/11/2018;29;2322;290,75
0010KO;767;01/12/2018;31/12/2018;30;2672;333,22
0010KO;767;01/01/2019;31/01/2019;30;2864;391,79
0010KO;767;01/02/2019;28/02/2019;27;2588;354,92
0010KO;767;01/03/2019;31/03/2019;30;2745;375,89
0010KO;767;01/04/2019;30/04/2019;29;2523;346,23
0010KO;767;01/05/2019;31/05/2019;30;2593;355,58
0010KO;767;01/06/2019;30/06/2019;29;2554;350,37
0010KO;767;01/07/2019;31/07/2019;30;2605;357,19
0010KO;767;01/08/2019;31/08/2019;30;2617;358,79
0010KO;767;01/09/2019;30/09/2019;29;2521;345,96
0010KO;767;01/10/2019;31/10/2019;30;2601;356,65
0010KO;767;01/11/2019;30/11/2019;29;2503;343,56
0010KO;767;01/12/2019;31/12/2019;30;2564;351,71
0010KO;767;01/01/2020;31/01/2020;30;2576;351,46
0010KO;767;01/02/2020;29/02/2020;28;2474;337,95
0010KO;767;01/03/2020;31/03/2020;30;2638;359,68
0010KO;767;01/04/2020;30/04/2020;29;2654;361,8
0010KO;767;01/05/2020;31/05/2020;30;2739;373,06
0010KO;767;01/06/2020;30/06/2020;29;2675;364,58
0010KO;767;01/07/2020;31/07/2020;30;2817;383,39
0010KO;767;01/08/2020;31/08/2020;30;2872;390,68
0010KO;767;01/09/2020;30/09/2020;29;2757;375,44
0010KO;767;01/10/2020;31/10/2020;30;2833;385,51
0010KO;767;01/11/2020;30/11/2020;29;2717;370,14
0011BB;802;01/01/2018;31/01/2018;30;2631;337,73
0011BB;802;01/02/2018;28/02/2018;27;2505;320,94
0011BB;802;01/03/2018;31/03/2018;30;2352;303,75
0011BB;802;01/04/2018;30/04/2018;29;1796;235,36
0011BB;802;01/05/2018;31/05/2018;30;1917;250,89
0011BB;802;01/06/2018;30/06/2018;29;1893;247,37
0011BB;802;01/07/2018;31/07/2018;30;1992;261,07
0011BB;802;01/08/2018;31/08/2018;30;2019;264,6
0011BB;802;01/09/2018;30/09/2018;29;1879;248,21
0011BB;802;01/10/2018;31/10/2018;30;1866;245,45
0011BB;802;01/11/2018;30/11/2018;29;1775;233,82
0011BB;802;01/12/2018;31/12/2018;30;1823;239,71
0011BB;802;01/01/2019;31/01/2019;30;1839;231,09
0011BB;802;01/02/2019;28/02/2019;27;1646;208,13
0011BB;802;01/03/2019;31/03/2019;30;1803;227,33
0011BB;802;01/04/2019;30/04/2019;29;1698;215,11
0011BB;802;01/05/2019;31/05/2019;30;1762;221,84
0011BB;802;01/06/2019;30/06/2019;29;1783;225,16
0011BB;802;01/07/2019;31/07/2019;30;1816;229,04
0011BB;802;01/08/2019;31/08/2019;30;1833;231,12
0011BB;802;01/09/2019;30/09/2019;29;1723;217,51
0011BB;802;01/10/2019;31/10/2019;30;1774;223,48
0011BB;802;01/11/2019;30/11/2019;29;1700;214,65
0011BB;802;01/12/2019;31/12/2019;30;1766;222,41
0011BB;802;01/01/2020;31/01/2020;30;1760;262,79
0011BB;802;01/02/2020;29/02/2020;28;1646;246,68
0011BB;802;01/03/2020;31/03/2020;30;1792;266,09
0011BB;802;01/04/2020;30/04/2020;29;1734;257,36
0011BB;802;01/05/2020;31/05/2020;30;1785;265,18
0011BB;802;01/06/2020;30/06/2020;29;1782;269,32
0011BB;802;01/07/2020;31/07/2020;30;1903;285,95
0011BB;802;01/08/2020;31/08/2020;30;1912;287
0011BB;802;01/09/2020;30/09/2020;29;1798;270,76
0011BB;802;01/10/2020;31/10/2020;30;1815;272,85
0011BB;802;01/11/2020;30/11/2020;29;1740;240,79
0011KO;837;01/01/2018;31/01/2018;30;1980;246,96
0011KO;837;01/02/2018;28/02/2018;27;1790;224,07
0011KO;837;01/03/2018;31/03/2018;30;1981;247,08
0011KO;837;01/04/2018;30/04/2018;29;1948;243,1
0011KO;837;01/05/2018;31/05/2018;30;2024;252,26
0011KO;837;01/06/2018;30/06/2018;29;1987;247,8
0011KO;837;01/07/2018;31/07/2018;30;2045;254,93
0011KO;837;01/08/2018;31/08/2018;30;2080;259,15
0011KO;837;01/09/2018;30/09/2018;29;2008;252,05
0011KO;837;01/10/2018;31/10/2018;30;2353;293,92
0011KO;837;01/11/2018;30/11/2018;29;2280;285,06
0011KO;837;01/12/2018;31/12/2018;30;2365;295,37
0011KO;837;01/01/2019;31/01/2019;30;2381;326,65
0011KO;837;01/02/2019;28/02/2019;27;2119;291,64
0011KO;837;01/03/2019;31/03/2019;30;2259;310,35
0011KO;837;01/04/2019;30/04/2019;29;2061;283,89
0011KO;837;01/05/2019;31/05/2019;30;2147;295,38
0011KO;837;01/06/2019;30/06/2019;29;2205;303,13
0011KO;837;01/07/2019;31/07/2019;30;2245;308,48
0011KO;837;01/08/2019;31/08/2019;30;2262;310,75
0011KO;837;01/09/2019;30/09/2019;29;2149;295,65
0011KO;837;01/10/2019;31/10/2019;30;2216;304,6
0011KO;837;01/11/2019;30/11/2019;29;2134;293,64
0011KO;837;01/12/2019;31/12/2019;30;2195;301,79
0011KO;837;01/01/2020;31/01/2020;30;2190;299,65
0011KO;837;01/02/2020;29/02/2020;28;2093;286,8
0011KO;837;01/03/2020;31/03/2020;30;2210;302,3
0011KO;837;01/04/2020;30/04/2020;29;2290;312,9
0011KO;837;01/05/2020;31/05/2020;30;2360;322,17
0011KO;837;01/06/2020;30/06/2020;29;2306;315,02
0011KO;837;01/07/2020;31/07/2020;30;2449;333,96
0011KO;837;01/08/2020;31/08/2020;30;2458;335,15
0011KO;837;01/09/2020;30/09/2020;29;2355;321,51
0011KO;837;01/10/2020;31/10/2020;30;2406;328,26
0011KO;837;01/11/2020;30/11/2020;29;2313;306,41
0012BB;872;01/01/2018;31/01/2018;30;1469;200,8
0012BB;872;01/02/2018;28/02/2018;27;1343;184,59
0012BB;872;01/03/2018;31/03/2018;30;1450;198,39
0012BB;872;01/04/2018;30/04/2018;29;1411;183,41
0012BB;872;01/05/2018;31/05/2018;30;1559;201,94
0012BB;872;01/06/2018;30/06/2018;29;1635;211,62
0012BB;872;01/07/2018;31/07/2018;30;1719;222,69
0012BB;872;01/08/2018;31/08/2018;30;1747;226,73
0012BB;872;01/09/2018;30/09/2018;29;1637;213,4
0012BB;872;01/10/2018;31/10/2018;30;1672;217,49
0012BB;872;01/11/2018;30/11/2018;29;1607;209,18
0012BB;872;01/12/2018;31/12/2018;30;1662;215,84
0012BB;872;01/01/2019;31/01/2019;30;1667;206,32
0012BB;872;01/02/2019;28/02/2019;27;1510;187,93
0012BB;872;01/03/2019;31/03/2019;30;1628;202,07
0012BB;872;01/04/2019;30/04/2019;29;1359;169,86
0012BB;872;01/05/2019;31/05/2019;30;1409;175,68
0012BB;872;01/06/2019;30/06/2019;29;1455;182,41
0012BB;872;01/07/2019;31/07/2019;30;1468;183,59
0012BB;872;01/08/2019;31/08/2019;30;1473;184,5
0012BB;872;01/09/2019;30/09/2019;29;1363;170,43
0012BB;872;01/10/2019;31/10/2019;30;1394;173,89
0012BB;872;01/11/2019;30/11/2019;29;1343;167,85
0012BB;872;01/12/2019;31/12/2019;30;1376;171,73
0012BB;872;01/01/2020;31/01/2020;30;1377;197,75
0012BB;872;01/02/2020;29/02/2020;28;1291;185,83
0012BB;872;01/03/2020;31/03/2020;30;1386;199,13
0012BB;872;01/04/2020;30/04/2020;29;1353;194
0012BB;872;01/05/2020;31/05/2020;30;1399;200,22
0012BB;872;01/06/2020;30/06/2020;29;1403;200,45
0012BB;872;01/07/2020;31/07/2020;30;1472;211,26
0012BB;872;01/08/2020;31/08/2020;30;1475;211,87
0012BB;872;01/09/2020;30/09/2020;29;1371;196,82
0012BB;872;01/10/2020;31/10/2020;30;1375;196,99
0012BB;872;01/11/2020;30/11/2020;29;1307;181,02
0012BR;907;01/01/2018;31/01/2018;30;2433;260,7
0012BR;907;01/02/2018;28/02/2018;27;2200;236,55
0012BR;907;01/03/2018;31/03/2018;30;2411;258,42
0012BR;907;01/04/2018;30/04/2018;29;2474;264,94
0012BR;907;01/05/2018;31/05/2018;30;2370;254,17
0012BR;907;01/06/2018;30/06/2018;29;2429;266,31
0012BR;907;01/07/2018;31/07/2018;30;2684;293,4
0012BR;907;01/08/2018;31/08/2018;30;2414;264,56
0012BR;907;01/09/2018;30/09/2018;29;2500;275,82
0012BR;907;01/10/2018;31/10/2018;30;2469;272,32
0012BR;907;01/11/2018;30/11/2018;29;2865;314
0012BR;907;01/12/2018;31/12/2018;30;3124;341,54
0012BR;907;01/01/2019;31/01/2019;30;2892;309,12
0012BR;907;01/02/2019;28/02/2019;27;2609;279,72
0012BR;907;01/03/2019;31/03/2019;30;2943;314,44
0012BR;907;01/04/2019;30/04/2019;29;2856;305,4
0012BR;907;01/05/2019;31/05/2019;30;2968;316,95
0012BR;907;01/06/2019;30/06/2019;29;3026;322,62
0012BR;907;01/07/2019;31/07/2019;30;3097;329,99
0012BR;907;01/08/2019;31/08/2019;30;3103;330,56
0012BR;907;01/09/2019;30/09/2019;29;2914;311,1
0012BR;907;01/10/2019;31/10/2019;30;2878;307,27
0012BR;907;01/11/2019;30/11/2019;29;2522;270,48
0012BR;907;01/12/2019;31/12/2019;30;2595;278,03
0012BR;907;01/01/2020;31/01/2020;30;2601;331,84
0012BR;907;01/02/2020;29/02/2020;28;2494;318,48
0012BR;907;01/03/2020;31/03/2020;30;2680;339,9
0012BR;907;01/04/2020;30/04/2020;29;2712;343,66
0012BR;907;01/05/2020;31/05/2020;30;2797;354,23
0012BR;907;01/06/2020;30/06/2020;29;2752;348,6
0012BR;907;01/07/2020;31/07/2020;30;2900;366,76
0012BR;907;01/08/2020;31/08/2020;30;2937;371,27
0012BR;907;01/09/2020;30/09/2020;29;2809;355,55
0012BR;907;01/10/2020;31/10/2020;30;2883;364,7
0012BR;907;01/11/2020;30/11/2020;29;2757;340,58
0012KO;942;01/01/2018;31/01/2018;30;1832;229,13
0012KO;942;01/02/2018;28/02/2018;27;1666;209,13
0012KO;942;01/03/2018;31/03/2018;30;1837;229,73
0012KO;942;01/04/2018;30/04/2018;29;1769;221,54
0012KO;942;01/05/2018;31/05/2018;30;1842;230,33
0012KO;942;01/06/2018;30/06/2018;29;1789;223,95
0012KO;942;01/07/2018;31/07/2018;30;1858;232,39
0012KO;942;01/08/2018;31/08/2018;30;1886;235,76
0012KO;942;01/09/2018;30/09/2018;29;1778;224,14
0012KO;942;01/10/2018;31/10/2018;30;1820;229,24
0012KO;942;01/11/2018;30/11/2018;29;1849;232,76
0012KO;942;01/12/2018;31/12/2018;30;2123;266,01
0012KO;942;01/01/2019;31/01/2019;30;2135;293,78
